,part,oil,sensitive,pigmentation,wrinkle,hydration,file_name,class1,class2,class3,class1_area,class2_area,class3_area,total,total_area
324,3,-2,1,-2,0,2,00324NBC.jpg,1,0,3,624,0,546,3,1872
325,3,-2,1,-2,0,2,00325NBC.jpg,3,0,2,2228,0,420,9,6684
326,2,2,1,3,1,-2,00326NBC.jpg,2,0,2,1031,0,297,6,3093
327,2,2,1,3,1,-2,00327NBC.jpg,2,0,1,1392,0,121,6,4176
328,0,2,1,3,-2,-2,00328NBC.jpg,3,1,0,2193,2070,0,9,6579
329,0,3,1,3,-2,-2,00329NBC.jpg,6,0,1,6290,0,255,18,18870
330,1,3,1,-2,0,-2,00330NBC.jpg,1,0,2,729,0,716,3,2187
331,1,3,1,-2,0,-2,00331NBC.jpg,2,0,3,1509,0,914,6,4527
332,0,1,0,3,-2,-2,00332NBC.jpg,1,1,0,864,1088,0,3,2592
333,0,2,0,3,-2,-2,00333NBC.jpg,0,0,0,0,0,0,0,0
334,3,-2,1,-2,0,2,00334NBC.jpg,1,0,1,552,0,324,3,1656
335,3,-2,1,-2,0,2,00335NBC.jpg,3,0,0,2550,0,0,9,7650
336,2,2,1,3,1,-2,00336NBC.jpg,2,1,0,889,870,0,6,2667
337,2,2,1,3,1,-2,00337NBC.jpg,2,0,1,1276,0,240,6,3828
338,0,2,1,3,-2,-2,00338NBC.jpg,2,1,2,1625,2205,856,6,4875
339,0,3,1,3,-2,-2,00339NBC.jpg,5,1,0,6842,1404,0,15,20526
340,1,3,1,-2,1,-2,00340NBC.jpg,0,0,2,0,0,493,0,0
341,1,2,1,-2,1,-2,00341NBC.jpg,0,0,2,0,0,617,0,0
342,0,1,0,2,-2,-2,00342NBC.jpg,0,0,0,0,0,0,0,0
343,0,1,0,2,-2,-2,00343NBC.jpg,0,0,1,0,0,625,0,0
344,3,-2,0,-2,1,1,00344NBC.jpg,1,0,1,360,0,240,3,1080
345,3,-2,0,-2,1,1,00345NBC.jpg,2,0,3,991,0,524,6,2973
346,2,2,0,2,2,-2,00346NBC.jpg,0,0,3,0,0,873,0,0
347,2,2,0,2,2,-2,00347NBC.jpg,1,0,2,576,0,594,3,1728
348,0,1,2,2,-2,-2,00348NBC.jpg,0,0,1,0,0,380,0,0
349,0,2,1,2,-2,-2,00349NBC.jpg,2,0,2,1492,0,924,6,4476
350,1,3,1,-2,1,-2,00350NBC.jpg,0,0,1,0,0,256,0,0
351,1,3,1,-2,1,-2,00351NBC.jpg,0,0,1,0,0,400,0,0
352,0,1,2,1,-2,-2,00352NBC.jpg,1,0,1,992,0,672,3,2976
353,0,2,1,1,-2,-2,00353NBC.jpg,2,0,0,1922,0,0,6,5766
354,3,-2,0,-2,1,1,00354NBC.jpg,0,0,0,0,0,0,0,0
355,3,-2,0,-2,1,1,00355NBC.jpg,1,0,0,675,0,0,3,2025
356,2,2,0,2,2,-2,00356NBC.jpg,0,0,2,0,0,544,0,0
357,2,3,0,2,2,-2,00357NBC.jpg,0,0,1,0,0,225,0,0
358,0,1,0,2,-2,-2,00358NBC.jpg,0,0,1,0,0,648,0,0
359,0,1,0,2,-2,-2,00359NBC.jpg,0,0,2,0,0,1013,0,0
360,1,2,1,-2,0,-2,00360NBC.jpg,1,0,2,460,0,510,3,1380
361,1,2,1,-2,0,-2,00361NBC.jpg,0,0,2,0,0,612,0,0
362,0,2,1,1,-2,-2,00362NBC.jpg,0,0,1,0,0,304,0,0
363,0,1,2,1,-2,-2,00363NBC.jpg,3,2,0,2227,2170,0,9,6681
364,3,-2,1,-2,0,3,00364NBC.jpg,1,0,0,837,0,0,3,2511
365,3,-2,2,-2,0,3,00365NBC.jpg,5,0,0,3097,0,0,15,9291
366,2,2,0,0,1,-2,00366NBC.jpg,0,0,0,0,0,0,0,0
367,2,1,1,0,1,-2,00367NBC.jpg,1,0,1,812,0,323,3,2436
368,0,1,1,0,-2,-2,00368NBC.jpg,0,0,0,0,0,0,0,0
369,0,1,1,0,-2,-2,00369NBC.jpg,1,0,0,1023,0,0,3,3069
370,1,2,1,-2,0,-2,00370NBC.jpg,1,0,2,756,0,584,3,2268
371,1,2,1,-2,0,-2,00371NBC.jpg,0,0,2,0,0,612,0,0
372,0,1,1,0,-2,-2,00372NBC.jpg,1,0,0,1404,0,0,3,4212
373,0,1,1,0,-2,-2,00373NBC.jpg,4,0,2,3804,0,542,12,11412
374,3,-2,1,-2,0,3,00374NBC.jpg,1,0,0,648,0,0,3,1944
375,3,-2,2,-2,0,3,00375NBC.jpg,3,0,0,2056,0,0,9,6168
376,2,2,1,0,1,-2,00376NBC.jpg,0,0,7,0,0,1178,0,0
377,2,1,1,0,1,-2,00377NBC.jpg,0,0,4,0,0,737,0,0
378,0,2,1,1,-2,-2,00378NBC.jpg,2,0,4,1856,0,1694,6,5568
379,0,2,2,1,-2,-2,00379NBC.jpg,3,1,1,3266,868,225,9,9798
380,1,1,0,-2,2,-2,00380NBC.jpg,0,0,1,0,0,360,0,0
381,1,1,1,-2,2,-2,00381NBC.jpg,1,0,2,456,0,595,3,1368
382,0,1,0,2,-2,-2,00382NBC.jpg,0,0,0,0,0,0,0,0
383,0,1,0,2,-2,-2,00383NBC.jpg,0,0,0,0,0,0,0,0
384,3,-2,0,-2,1,3,00384NBC.jpg,0,0,0,0,0,0,0,0
385,3,-2,0,-2,1,2,00385NBC.jpg,0,0,0,0,0,0,0,0
386,2,2,0,1,1,-2,00386NBC.jpg,0,0,0,0,0,0,0,0
387,2,2,0,1,1,-2,00387NBC.jpg,0,0,0,0,0,0,0,0
388,0,1,0,1,-2,-2,00388NBC.jpg,0,1,1,0,1024,272,0,0
389,0,1,1,2,-2,-2,00389NBC.jpg,1,0,0,8648,0,0,3,25944
390,1,1,0,-2,2,-2,00390NBC.jpg,0,0,1,0,0,399,0,0
391,1,1,1,-2,2,-2,00391NBC.jpg,1,0,0,506,0,0,3,1518
392,0,1,0,0,-2,-2,00392NBC.jpg,0,0,0,0,0,0,0,0
393,0,1,0,0,-2,-2,00393NBC.jpg,0,0,0,0,0,0,0,0
394,3,-2,0,-2,1,3,00394NBC.jpg,1,0,0,483,0,0,3,1449
395,3,-2,0,-2,1,3,00395NBC.jpg,0,0,0,0,0,0,0,0
396,2,2,0,1,1,-2,00396NBC.jpg,0,0,0,0,0,0,0,0
397,2,2,0,1,1,-2,00397NBC.jpg,0,0,0,0,0,0,0,0
398,0,1,0,1,-2,-2,00398NBC.jpg,1,0,0,1368,0,0,3,4104
399,0,1,0,1,-2,-2,00399NBC.jpg,1,0,0,1221,0,0,3,3663
400,1,2,0,-2,1,-2,00400NBC.jpg,0,0,1,0,0,182,0,0
401,1,1,1,-2,1,-2,00401NBC.jpg,0,0,0,0,0,0,0,0
402,0,1,2,1,-2,-2,00402NBC.jpg,0,2,2,0,2016,594,0,0
403,0,2,2,1,-2,-2,00403NBC.jpg,2,1,3,1542,2112,520,6,4626
404,3,-2,2,-2,0,3,00404NBC.jpg,2,3,1,1949,2816,195,6,5847
405,3,-2,2,-2,1,3,00405NBC.jpg,2,0,0,1983,0,0,6,5949
406,2,2,1,1,1,-2,00406NBC.jpg,0,0,4,0,0,627,0,0
407,2,2,0,1,1,-2,00407NBC.jpg,0,0,3,0,0,638,0,0
408,0,1,2,1,-2,-2,00408NBC.jpg,1,3,0,1932,4585,0,3,5796
409,0,2,2,1,-2,-2,00409NBC.jpg,2,2,0,1856,2172,0,6,5568
410,1,2,0,-2,1,-2,00410NBC.jpg,0,0,0,0,0,0,0,0
411,1,1,1,-2,1,-2,00411NBC.jpg,0,0,0,0,0,0,0,0
412,0,1,2,1,-2,-2,00412NBC.jpg,0,3,1,0,3813,462,0,0
413,0,2,2,1,-2,-2,00413NBC.jpg,1,2,1,1258,3939,324,3,3774
414,3,-2,2,-2,0,3,00414NBC.jpg,1,3,0,1680,2985,0,3,5040
415,3,-2,2,-2,1,3,00415NBC.jpg,0,3,0,0,3974,0,0,0
416,2,2,1,1,1,-2,00416NBC.jpg,0,0,1,0,0,238,0,0
417,2,2,0,1,1,-2,00417NBC.jpg,0,0,2,0,0,299,0,0
418,0,1,2,1,-2,-2,00418NBC.jpg,1,2,0,2024,2850,0,3,6072
419,0,2,2,1,-2,-2,00419NBC.jpg,1,2,0,1365,2701,0,3,4095
420,1,0,0,-2,0,-2,00420NBC.jpg,0,0,0,0,0,0,0,0
421,1,2,1,-2,0,-2,00421NBC.jpg,1,1,0,891,289,0,3,2673
422,0,1,2,2,-2,-2,00422NBC.jpg,0,2,0,0,2820,0,0,0
423,0,2,2,2,-2,-2,00423NBC.jpg,1,1,0,1056,1763,0,3,3168
424,3,-2,3,-2,0,1,00424NBC.jpg,2,2,0,2320,1830,0,6,6960
425,3,-2,1,-2,0,3,00425NBC.jpg,1,1,0,728,1840,0,3,2184
426,2,1,0,2,1,-2,00426NBC.jpg,0,0,1,0,0,196,0,0
427,2,2,0,2,0,-2,00427NBC.jpg,0,0,0,0,0,0,0,0
428,0,1,1,2,-2,-2,00428NBC.jpg,3,0,0,5128,0,0,9,15384
429,0,2,1,2,-2,-2,00429NBC.jpg,2,0,1,1827,0,306,6,5481
430,1,1,0,-2,0,-2,00430NBC.jpg,0,0,1,0,0,210,0,0
431,1,2,1,-2,0,-2,00431NBC.jpg,1,1,0,891,462,0,3,2673
432,0,1,2,2,-2,-2,00432NBC.jpg,0,2,0,0,3120,0,0,0
433,0,2,2,2,-2,-2,00433NBC.jpg,1,1,0,840,1892,0,3,2520
434,3,-2,3,-2,0,1,00434NBC.jpg,2,2,0,2833,2093,0,6,8499
435,3,-2,1,-2,0,3,00435NBC.jpg,1,1,0,961,1634,0,3,2883
436,2,1,0,2,1,-2,00436NBC.jpg,0,0,0,0,0,0,0,0
437,2,2,0,2,0,-2,00437NBC.jpg,0,0,0,0,0,0,0,0
438,0,1,1,2,-2,-2,00438NBC.jpg,3,0,0,6389,0,0,9,19167
439,0,2,1,2,-2,-2,00439NBC.jpg,2,0,0,1488,0,0,6,4464
440,1,2,0,-2,2,-2,00440NBC.jpg,0,0,0,0,0,0,0,0
441,1,2,0,-2,2,-2,00441NBC.jpg,0,0,0,0,0,0,0,0
442,0,1,0,3,-2,-2,00442NBC.jpg,1,0,2,625,0,862,3,1875
443,0,1,0,3,-2,-2,00443NBC.jpg,0,0,2,0,0,1076,0,0
444,3,-2,0,-2,1,2,00444NBC.jpg,1,0,1,323,0,272,3,969
445,3,-2,0,-2,0,3,00445NBC.jpg,1,0,1,483,0,288,3,1449
446,2,1,0,4,2,-2,00446NBC.jpg,1,0,2,304,0,817,3,912
447,2,1,0,4,2,-2,00447NBC.jpg,1,0,1,374,0,304,3,1122
448,0,1,0,3,-2,-2,00448NBC.jpg,0,0,1,0,0,550,0,0
449,0,1,0,3,-2,-2,00449NBC.jpg,0,0,0,0,0,0,0,0
450,1,2,0,-2,2,-2,00450NBC.jpg,0,0,1,0,0,504,0,0
451,1,1,0,-2,2,-2,00451NBC.jpg,0,0,0,0,0,0,0,0
452,0,1,0,3,-2,-2,00452NBC.jpg,0,0,1,0,0,460,0,0
453,0,1,0,1,-2,-2,00453NBC.jpg,0,0,0,0,0,0,0,0
454,3,-2,0,-2,0,2,00454NBC.jpg,0,0,1,0,0,380,0,0
455,3,-2,0,-2,0,3,00455NBC.jpg,0,0,1,0,0,380,0,0
456,2,1,0,1,1,-2,00456NBC.jpg,0,0,1,0,0,304,0,0
457,2,1,0,1,1,-2,00457NBC.jpg,0,0,0,0,0,0,0,0
458,0,1,0,0,-2,-2,00458NBC.jpg,0,0,2,0,0,1104,0,0
459,0,1,0,3,-2,-2,00459NBC.jpg,0,0,2,0,0,1082,0,0
460,1,3,1,-2,0,-2,00460NBC.jpg,1,0,0,648,0,0,3,1944
461,1,2,1,-2,0,-2,00461NBC.jpg,0,1,0,0,756,0,0,0
462,0,2,0,0,-2,-2,00462NBC.jpg,0,0,1,0,0,420,0,0
463,0,2,1,0,-2,-2,00463NBC.jpg,0,0,0,0,0,0,0,0
464,3,-2,0,-2,0,1,00464NBC.jpg,0,0,0,0,0,0,0,0
465,3,-2,0,-2,0,3,00465NBC.jpg,0,0,0,0,0,0,0,0
466,2,2,0,0,1,-2,00466NBC.jpg,0,0,0,0,0,0,0,0
467,2,2,0,0,1,-2,00467NBC.jpg,0,0,0,0,0,0,0,0
468,0,1,1,1,-2,-2,00468NBC.jpg,0,0,4,0,0,1330,0,0
469,0,1,1,1,-2,-2,00469NBC.jpg,1,0,4,625,0,1047,3,1875
470,1,3,1,-2,0,-2,00470NBC.jpg,0,1,2,0,840,478,0,0
471,1,2,1,-2,0,-2,00471NBC.jpg,0,1,1,0,783,156,0,0
472,0,1,1,1,-2,-2,00472NBC.jpg,0,0,4,0,0,1642,0,0
473,0,1,1,1,-2,-2,00473NBC.jpg,0,0,4,0,0,1202,0,0
474,3,-2,0,-2,0,1,00474NBC.jpg,0,0,0,0,0,0,0,0
475,3,-2,0,-2,0,3,00475NBC.jpg,0,0,0,0,0,0,0,0
476,2,2,0,1,1,-2,00476NBC.jpg,0,0,2,0,0,422,0,0
477,2,2,0,1,1,-2,00477NBC.jpg,0,0,2,0,0,562,0,0
478,0,2,0,1,-2,-2,00478NBC.jpg,0,0,2,0,0,799,0,0
479,0,2,1,1,-2,-2,00479NBC.jpg,0,0,2,0,0,717,0,0
480,1,2,1,-2,3,-2,00480NBC.jpg,1,0,5,754,0,2160,3,2262
481,1,3,1,-2,3,-2,00481NBC.jpg,1,0,6,525,0,2143,3,1575
482,0,2,1,2,-2,-2,00482NBC.jpg,1,0,0,960,0,0,3,2880
483,0,1,0,2,-2,-2,00483NBC.jpg,0,0,0,0,0,0,0,0
484,3,-2,1,-2,3,1,00484NBC.jpg,2,1,0,1829,650,0,6,5487
485,3,-2,0,-2,2,1,00485NBC.jpg,0,0,1,0,0,324,0,0
486,2,2,1,2,3,-2,00486NBC.jpg,1,1,6,667,675,1586,3,2001
487,2,3,0,2,3,-2,00487NBC.jpg,0,0,5,0,0,1194,0,0
488,0,2,0,3,-2,-2,00488NBC.jpg,1,0,3,832,0,1138,3,2496
489,0,1,0,2,-2,-2,00489NBC.jpg,0,0,1,0,0,399,0,0
490,1,2,2,-2,3,-2,00490NBC.jpg,1,0,6,930,0,2690,3,2790
491,1,3,2,-2,3,-2,00491NBC.jpg,1,0,8,1056,0,3079,3,3168
492,0,2,1,2,-2,-2,00492NBC.jpg,1,0,0,1258,0,0,3,3774
493,0,1,0,2,-2,-2,00493NBC.jpg,0,0,1,0,0,440,0,0
494,3,-2,1,-2,3,1,00494NBC.jpg,2,1,0,1605,675,0,6,4815
495,3,-2,0,-2,2,1,00495NBC.jpg,0,0,0,0,0,0,0,0
496,2,2,1,2,3,-2,00496NBC.jpg,1,1,4,836,841,1013,3,2508
497,2,3,0,2,3,-2,00497NBC.jpg,0,0,3,0,0,959,0,0
498,0,2,0,3,-2,-2,00498NBC.jpg,1,0,2,1806,0,1022,3,5418
499,0,1,0,2,-2,-2,00499NBC.jpg,0,0,3,0,0,1143,0,0
500,1,2,0,-2,2,-2,00500NBC.jpg,0,0,0,0,0,0,0,0
501,1,2,0,-2,2,-2,00501NBC.jpg,0,0,0,0,0,0,0,0
502,0,2,0,1,-2,-2,00502NBC.jpg,2,0,0,2210,0,0,6,6630
503,0,2,0,1,-2,-2,00503NBC.jpg,1,0,0,702,0,0,3,2106
504,3,-2,0,-2,0,0,00504NBC.jpg,0,0,0,0,0,0,0,0
505,3,-2,0,-2,0,0,00505NBC.jpg,0,0,0,0,0,0,0,0
506,2,1,0,1,1,-2,00506NBC.jpg,2,0,0,1248,0,0,6,3744
507,2,2,0,1,1,-2,00507NBC.jpg,0,0,1,0,0,380,0,0
508,0,2,1,1,-2,-2,00508NBC.jpg,2,0,0,2062,0,0,6,6186
509,0,2,1,1,-2,-2,00509NBC.jpg,0,0,0,0,0,0,0,0
510,1,2,0,-2,2,-2,00510NBC.jpg,0,0,0,0,0,0,0,0
511,1,2,0,-2,2,-2,00511NBC.jpg,0,0,0,0,0,0,0,0
512,0,2,0,1,-2,-2,00512NBC.jpg,0,0,0,0,0,0,0,0
513,0,2,0,1,-2,-2,00513NBC.jpg,0,0,0,0,0,0,0,0
514,3,-2,0,-2,0,1,00514NBC.jpg,0,0,0,0,0,0,0,0
515,3,-2,0,-2,0,1,00515NBC.jpg,0,0,0,0,0,0,0,0
516,2,1,0,1,1,-2,00516NBC.jpg,2,0,0,1980,0,0,6,5940
517,2,2,0,1,1,-2,00517NBC.jpg,0,0,0,0,0,0,0,0
518,0,2,1,1,-2,-2,00518NBC.jpg,2,0,2,2602,0,1481,6,7806
519,0,2,1,1,-2,-2,00519NBC.jpg,0,0,1,0,0,792,0,0
520,1,1,0,-2,0,-2,00520NBC.jpg,0,0,2,0,0,722,0,0
521,1,1,0,-2,0,-2,00521NBC.jpg,0,0,1,0,0,437,0,0
522,0,1,1,1,-2,-2,00522NBC.jpg,1,0,1,1230,0,598,3,3690
523,0,1,2,1,-2,-2,00523NBC.jpg,1,0,1,1254,0,675,3,3762
524,3,-2,1,-2,0,2,00524NBC.jpg,3,0,1,1856,0,462,9,5568
525,3,-2,0,-2,1,0,00525NBC.jpg,1,0,0,638,0,0,3,1914
526,2,2,0,1,2,-2,00526NBC.jpg,0,0,0,0,0,0,0,0
527,2,1,0,1,2,-2,00527NBC.jpg,0,0,1,0,0,361,0,0
528,0,1,1,1,-2,-2,00528NBC.jpg,1,0,2,783,0,1640,3,2349
529,0,1,1,1,-2,-2,00529NBC.jpg,0,0,1,0,0,576,0,0
530,1,1,0,-2,0,-2,00530NBC.jpg,0,0,0,0,0,0,0,0
531,1,1,0,-2,0,-2,00531NBC.jpg,0,0,1,0,0,648,0,0
532,0,1,0,1,-2,-2,00532NBC.jpg,1,0,0,806,0,0,3,2418
533,0,1,1,1,-2,-2,00533NBC.jpg,0,0,0,0,0,0,0,0
534,3,-2,0,-2,0,2,00534NBC.jpg,1,0,0,754,0,0,3,2262
535,3,-2,0,-2,1,0,00535NBC.jpg,0,0,0,0,0,0,0,0
536,2,2,0,0,1,-2,00536NBC.jpg,0,0,0,0,0,0,0,0
537,2,1,0,0,1,-2,00537NBC.jpg,0,0,1,0,0,288,0,0
538,0,1,1,1,-2,-2,00538NBC.jpg,2,0,0,3062,0,0,6,9186
539,0,1,1,1,-2,-2,00539NBC.jpg,0,1,0,0,884,0,0,0
540,1,1,0,-2,1,-2,00540NBC.jpg,0,0,0,0,0,0,0,0
541,1,1,0,-2,1,-2,00541NBC.jpg,0,0,0,0,0,0,0,0
542,0,1,0,4,-2,-2,00542NBC.jpg,0,0,1,0,0,462,0,0
543,0,1,0,4,-2,-2,00543NBC.jpg,0,0,2,0,0,968,0,0
544,3,-2,0,-2,1,2,00544NBC.jpg,0,0,0,0,0,0,0,0
545,3,-2,0,-2,1,2,00545NBC.jpg,0,0,0,0,0,0,0,0
546,2,1,0,3,2,-2,00546NBC.jpg,0,0,0,0,0,0,0,0
547,2,1,0,3,2,-2,00547NBC.jpg,0,0,0,0,0,0,0,0
548,0,1,0,3,-2,-2,00548NBC.jpg,0,0,0,0,0,0,0,0
549,0,1,0,3,-2,-2,00549NBC.jpg,0,0,0,0,0,0,0,0
550,1,1,0,-2,1,-2,00550NBC.jpg,0,0,0,0,0,0,0,0
551,1,1,0,-2,1,-2,00551NBC.jpg,0,0,0,0,0,0,0,0
552,0,1,0,4,-2,-2,00552NBC.jpg,0,0,1,0,0,550,0,0
553,0,1,0,4,-2,-2,00553NBC.jpg,0,0,2,0,0,844,0,0
554,3,-2,0,-2,1,2,00554NBC.jpg,0,0,0,0,0,0,0,0
555,3,-2,0,-2,1,2,00555NBC.jpg,0,0,0,0,0,0,0,0
556,2,1,0,1,2,-2,00556NBC.jpg,0,0,0,0,0,0,0,0
557,2,1,0,1,2,-2,00557NBC.jpg,0,0,0,0,0,0,0,0
558,0,1,0,3,-2,-2,00558NBC.jpg,0,0,0,0,0,0,0,0
559,0,1,0,3,-2,-2,00559NBC.jpg,0,0,0,0,0,0,0,0
560,1,1,1,-2,0,-2,00560NBC.jpg,0,0,1,0,0,380,0,0
561,1,2,1,-2,0,-2,00561NBC.jpg,0,0,2,0,0,829,0,0
562,0,2,2,1,-2,-2,00562NBC.jpg,1,0,0,2958,0,0,3,8874
563,0,2,2,1,-2,-2,00563NBC.jpg,1,0,0,598,0,0,3,1794
564,3,-2,0,-2,0,3,00564NBC.jpg,1,0,0,528,0,0,3,1584
565,3,-2,1,-2,0,3,00565NBC.jpg,0,0,0,0,0,0,0,0
566,2,1,2,2,1,-2,00566NBC.jpg,1,0,2,675,0,946,3,2025
567,2,2,2,2,1,-2,00567NBC.jpg,1,0,0,360,0,0,3,1080
568,0,2,2,2,-2,-2,00568NBC.jpg,1,0,0,756,0,0,3,2268
569,0,2,2,2,-2,-2,00569NBC.jpg,0,0,0,0,0,0,0,0
570,1,1,1,-2,0,-2,00570NBC.jpg,0,0,2,0,0,1127,0,0
571,1,2,1,-2,0,-2,00571NBC.jpg,0,0,1,0,0,552,0,0
572,0,2,2,2,-2,-2,00572NBC.jpg,1,0,0,675,0,0,3,2025
573,0,2,2,2,-2,-2,00573NBC.jpg,0,0,0,0,0,0,0,0
574,3,-2,0,-2,0,3,00574NBC.jpg,1,0,0,483,0,0,3,1449
575,3,-2,1,-2,0,3,00575NBC.jpg,0,0,0,0,0,0,0,0
576,2,1,2,2,1,-2,00576NBC.jpg,1,0,2,529,0,858,3,1587
577,2,2,2,2,1,-2,00577NBC.jpg,1,0,0,728,0,0,3,2184
578,0,2,2,1,-2,-2,00578NBC.jpg,1,0,0,2548,0,0,3,7644
579,0,2,2,1,-2,-2,00579NBC.jpg,1,0,0,1156,0,0,3,3468
580,1,3,1,-2,0,-2,00580NBC.jpg,1,0,2,650,0,924,3,1950
581,1,4,1,-2,0,-2,00581NBC.jpg,1,0,6,1073,0,2216,3,3219
582,0,2,1,0,-2,-2,00582NBC.jpg,3,1,3,2052,928,2409,9,6156
583,0,3,0,0,-2,-2,00583NBC.jpg,1,0,1,748,0,672,3,2244
584,3,-2,0,-2,0,2,00584NBC.jpg,2,1,1,1202,775,414,6,3606
585,3,-2,1,-2,0,0,00585NBC.jpg,1,0,0,783,0,0,3,2349
586,2,3,0,0,0,-2,00586NBC.jpg,1,0,0,870,0,0,3,2610
587,2,2,0,0,0,-2,00587NBC.jpg,0,0,0,0,0,0,0,0
588,0,2,0,0,-2,-2,00588NBC.jpg,1,0,0,700,0,0,3,2100
589,0,3,0,0,-2,-2,00589NBC.jpg,0,0,0,0,0,0,0,0
590,1,3,1,-2,0,-2,00590NBC.jpg,1,0,2,728,0,1064,3,2184
591,1,4,1,-2,0,-2,00591NBC.jpg,0,0,3,0,0,1431,0,0
592,0,2,0,0,-2,-2,00592NBC.jpg,1,0,0,800,0,0,3,2400
593,0,3,0,0,-2,-2,00593NBC.jpg,1,0,0,918,0,0,3,2754
594,3,-2,0,-2,0,2,00594NBC.jpg,2,1,0,1274,1156,0,6,3822
595,3,-2,1,-2,0,0,00595NBC.jpg,1,0,0,621,0,0,3,1863
596,2,3,0,0,0,-2,00596NBC.jpg,1,0,0,837,0,0,3,2511
597,2,2,0,0,0,-2,00597NBC.jpg,0,0,0,0,0,0,0,0
598,0,2,1,0,-2,-2,00598NBC.jpg,2,1,2,1783,899,2188,6,5349
599,0,3,0,0,-2,-2,00599NBC.jpg,1,0,1,992,0,812,3,2976
600,1,1,0,-2,3,-2,00600NBC.jpg,0,0,0,0,0,0,0,0
601,1,1,0,-2,3,-2,00601NBC.jpg,0,0,0,0,0,0,0,0
602,0,1,0,2,-2,-2,00602NBC.jpg,0,0,0,0,0,0,0,0
603,0,1,0,2,-2,-2,00603NBC.jpg,0,0,1,0,0,576,0,0
604,3,-2,0,-2,2,2,00604NBC.jpg,0,1,1,0,1517,506,0,0
605,3,-2,0,-2,2,2,00605NBC.jpg,0,0,1,0,0,483,0,0
606,2,2,0,2,3,-2,00606NBC.jpg,0,0,0,0,0,0,0,0
607,2,2,0,2,3,-2,00607NBC.jpg,0,0,0,0,0,0,0,0
608,0,2,0,2,-2,-2,00608NBC.jpg,0,1,0,0,990,0,0,0
609,0,2,0,2,-2,-2,00609NBC.jpg,0,0,0,0,0,0,0,0
610,1,1,0,-2,3,-2,00610NBC.jpg,0,0,1,0,0,576,0,0
611,1,1,0,-2,3,-2,00611NBC.jpg,0,0,1,0,0,414,0,0
612,0,1,0,2,-2,-2,00612NBC.jpg,0,0,1,0,0,550,0,0
613,0,1,0,2,-2,-2,00613NBC.jpg,0,0,0,0,0,0,0,0
614,3,-2,0,-2,2,2,00614NBC.jpg,0,1,1,0,960,506,0,0
615,3,-2,0,-2,2,2,00615NBC.jpg,0,0,1,0,0,528,0,0
616,2,2,0,2,3,-2,00616NBC.jpg,0,0,0,0,0,0,0,0
617,2,2,0,2,3,-2,00617NBC.jpg,0,0,0,0,0,0,0,0
618,0,2,0,2,-2,-2,00618NBC.jpg,0,1,0,0,1216,0,0,0
619,0,2,0,2,-2,-2,00619NBC.jpg,0,0,0,0,0,0,0,0
620,1,3,1,-2,0,-2,00620NBC.jpg,1,1,0,528,625,0,3,1584
621,1,4,1,-2,0,-2,00621NBC.jpg,2,0,0,1175,0,0,6,3525
622,0,1,0,1,-2,-2,00622NBC.jpg,0,0,2,0,0,902,0,0
623,0,2,0,1,-2,-2,00623NBC.jpg,1,0,0,1050,0,0,3,3150
624,3,-2,0,-2,0,4,00624NBC.jpg,0,0,1,0,0,180,0,0
625,3,-2,0,-2,0,4,00625NBC.jpg,0,0,0,0,0,0,0,0
626,2,2,1,2,2,-2,00626NBC.jpg,0,0,2,0,0,1079,0,0
627,2,2,1,2,2,-2,00627NBC.jpg,2,0,3,840,0,1308,6,2520
628,0,2,0,2,-2,-2,00628NBC.jpg,0,0,1,0,0,702,0,0
629,0,3,1,2,-2,-2,00629NBC.jpg,1,0,3,960,0,2386,3,2880
630,1,3,1,-2,0,-2,00630NBC.jpg,1,1,0,504,675,0,3,1512
631,1,4,1,-2,0,-2,00631NBC.jpg,2,0,6,1967,0,2663,6,5901
632,0,1,0,1,-2,-2,00632NBC.jpg,0,0,0,0,0,0,0,0
633,0,2,0,1,-2,-2,00633NBC.jpg,0,0,0,0,0,0,0,0
634,3,-2,0,-2,0,4,00634NBC.jpg,0,0,0,0,0,0,0,0
635,3,-2,0,-2,0,4,00635NBC.jpg,0,0,0,0,0,0,0,0
636,2,2,1,2,2,-2,00636NBC.jpg,0,0,2,0,0,859,0,0
637,2,2,1,2,2,-2,00637NBC.jpg,2,0,3,920,0,1542,6,2760
638,0,2,0,2,-2,-2,00638NBC.jpg,1,0,1,992,0,504,3,2976
639,0,3,1,2,-2,-2,00639NBC.jpg,2,0,0,1460,0,0,6,4380
640,1,1,1,-2,1,-2,00640NBC.jpg,0,0,2,0,0,762,0,0
641,1,1,0,-2,1,-2,00641NBC.jpg,0,0,0,0,0,0,0,0
642,0,2,1,1,-2,-2,00642NBC.jpg,0,1,5,0,440,3806,0,0
643,0,1,1,1,-2,-2,00643NBC.jpg,1,0,2,896,0,840,3,2688
644,3,-2,1,-2,0,2,00644NBC.jpg,0,0,3,0,0,1649,0,0
645,3,-2,0,-2,0,1,00645NBC.jpg,0,0,1,0,0,420,0,0
646,2,2,1,1,2,-2,00646NBC.jpg,1,0,2,420,0,974,3,1260
647,2,1,0,1,2,-2,00647NBC.jpg,0,0,0,0,0,0,0,0
648,0,1,1,1,-2,-2,00648NBC.jpg,1,0,4,725,0,2572,3,2175
649,0,1,1,1,-2,-2,00649NBC.jpg,0,1,0,0,930,0,0,0
650,1,1,1,-2,1,-2,00650NBC.jpg,0,0,2,0,0,1010,0,0
